Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT	MT	MT	MT	MT
48	a	sp|B2RXC1|TPC11_MOUSE	B2RXC1	TPC11_MOUSE	Trappc11	1133	9.30	Mus musculus (Mouse) OX=10090	Trafficking protein particle complex subunit 11 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	114777	114777	114777	11K(304.2072), 12K(304.2072), 16K(304.2072), 17C(57.0215), 3K(304.2072), 5K(304.2072), 6K(304.2072), 7C(57.0215), 9K(304.2072)			52917.8489	39508.8001	69113.6971	53325.6046	50059.1382	35906.2086	50380.8890	41403.7529	52803.2767	33702.8683	42877.3099	814.9113	505.0496	0.0000	0.0000	0.0000
49	a	sp|B2RXS4|PLXB2_MOUSE	B2RXS4	PLXB2_MOUSE	Plxnb2	1842	12.30	Mus musculus (Mouse) OX=10090	Plexin-B2 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	20	20	20	     0	     0	     0	10K(304.2072), 11C(57.0215), 11K(304.2072), 12K(304.2072), 15K(304.2072), 17K(304.2072), 18K(304.2072), 4K(304.2072), 6K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			181450.6107	147478.1475	256890.6477	190116.7563	194924.4031	154889.9653	194949.1350	151731.0144	205993.7378	124096.9866	164965.9749	2567.9506	3025.7410	0.0000	0.0000	0.0000
50	a	sp|B2RY04|DOCK5_MOUSE	B2RY04	DOCK5_MOUSE	Dock5	1868	3.80	Mus musculus (Mouse) OX=10090	Dedicator of cytokinesis protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	10K(304.2072), 17K(304.2072), 18K(304.2072), 19K(304.2072), 1K(304.2072), 23K(304.2072), 4K(304.2072), 9K(304.2072)			45668.8237	30914.7852	59107.2964	41249.9009	40369.1941	34327.8813	46374.3652	35000.5540	46938.9727	26905.8113	37095.5459	664.1057	521.8114	0.0000	0.0000	0.0000
51	a	sp|B7ZMP1|XPP3_MOUSE	B7ZMP1	XPP3_MOUSE	Xpnpep3	506	10.10	Mus musculus (Mouse) OX=10090	Xaa-Pro aminopeptidase 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	3K(304.2072), 9K(304.2072)			52599.6684	30831.7509	74191.4949	41554.6891	43160.3716	23700.3005	48901.6299	31430.4128	55668.2499	20832.1943	42129.2361	0.0000	0.0000	0.0000	0.0000	0.0000
52	a	sp|B9EJ80|PDZD8_MOUSE	B9EJ80	PDZD8_MOUSE	Pdzd8	1147	3.20	Mus musculus (Mouse) OX=10090	PDZ domain-containing protein 8 	1:Experimental evidence at protein level	1.0000	0.9983	3	3	3	3	3	3	     0	     0	     0	17K(304.2072), 3K(304.2072), 6K(304.2072)			19890.7551	14114.9743	26162.8606	17260.9102	15837.7549	13508.7888	18928.0816	14460.5352	19694.3729	10912.1879	15259.6299	537.8171	274.7866	0.0000	0.0000	0.0000
53	a	sp|B9EJ86|OSBL8_MOUSE	B9EJ86	OSBL8_MOUSE	Osbpl8	889	8.30	Mus musculus (Mouse) OX=10090	Oxysterol-binding protein-related protein 8 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	574242	574242	574242	15K(304.2072), 17K(304.2072), 3K(304.2072), 4K(304.2072), 8K(304.2072), N-term(304.2072)			55555.9500	38681.9723	68411.7877	52098.7299	40304.6602	32434.2224	53646.2607	37701.3083	56362.1526	30635.8301	45366.4518	222.2942	444.8028	0.0000	0.0000	0.0000
54	a	sp|Biognosys_pep-a|iRT-Kit_WR_fusion	Biognosys_pep-a	iRT-Kit_WR_fusion	biogpepa	9	100.00	Synthetic OX=00000	iRT peptide A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	48	48	48	10946380	10946380	10946380	N-term(304.2072)			32489.2710	27163.2572	45717.3945	36412.9570	30248.1672	38783.1523	30918.1421	28570.7849	36326.1081	29467.9056	25394.8364	391.3220	0.0000	0.0000	0.0000	0.0000
55	a	sp|C0HKD8|MFA1A_MOUSE	C0HKD8	MFA1A_MOUSE	Mfap1a	439	21.00	Mus musculus (Mouse) OX=10090	Microfibrillar-associated protein 1A 	1:Experimental evidence at protein level	1.0000	0.9989	4	0	4	4	0	4	     0	     0	     0	10K(304.2072), 12K(304.2072), 13K(304.2072), 18K(304.2072), 23K(304.2072), 27K(304.2072), 2K(304.2072), 30K(304.2072), 32K(304.2072), 9K(304.2072)		sp|C0HKD9|MFA1B_MOUSE	80882.5059	72457.2979	113971.8203	87163.5684	83044.0518	82212.4004	84950.0088	79150.8770	94090.7393	70413.6504	68018.0186	3679.7440	1093.8757	0.0000	0.0000	0.0000
56	a	sp|D3YXK2|SAFB1_MOUSE	D3YXK2	SAFB1_MOUSE	Safb	937	8.10	Mus musculus (Mouse) OX=10090	Scaffold attachment factor B1 	1:Experimental evidence at protein level	1.0000	0.9989	7	6	7	11	10	11	 78930	 78930	 78930	10K(304.2072), 14K(304.2072), 1C(57.0215), 3K(304.2072), 5K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072)			145854.4800	113213.0800	188237.3645	143237.1533	121077.1238	125803.2222	137910.3862	113330.0752	133300.6267	107786.7163	113820.1941	968.0933	404.3337	0.0000	0.0000	0.0000
57	a	sp|D3YZP9|CCDC6_MOUSE	D3YZP9	CCDC6_MOUSE	Ccdc6	469	17.50	Mus musculus (Mouse) OX=10090	Coiled-coil domain-containing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0	1K(304.2072), 3K(304.2072), 5K(304.2072), 8K(304.2072), 9K(304.2072)			65528.5691	50418.0270	95895.4652	65346.3201	55865.3369	48355.0281	65324.4105	52055.6252	68779.4600	46787.7261	57872.1324	0.0000	0.0000	0.0000	0.0000	0.0000
58	a	sp|D3Z7P3|GLSK_MOUSE	D3Z7P3	GLSK_MOUSE	Gls	674	11.10	Mus musculus (Mouse) OX=10090	Glutaminase kidney isoform, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	25	25	25	     0	     0	     0	11C(57.0215), 15C(57.0215), 17K(304.2072), 1K(304.2072), 20K(304.2072), 2K(304.2072), 4C(57.0215), 4K(304.2072), 7K(304.2072), N-term(304.2072)			235433.9030	181611.6505	303438.7985	231198.3918	234192.5081	274338.7223	245345.5081	194512.7681	246318.0466	164576.3764	210949.3979	798.2708	2320.3561	259.7822	0.0000	0.0000
59	a	sp|E2JF22|PIEZ1_MOUSE	E2JF22	PIEZ1_MOUSE	Piezo1	2547	1.60	Mus musculus (Mouse) OX=10090	Piezo-type mechanosensitive ion channel component 1 	1:Experimental evidence at protein level	1.0000	0.9980	3	3	3	3	3	3	     0	     0	     0	11K(304.2072), 6K(304.2072)			14265.7993	12741.2731	16554.4420	13391.7933	9679.9287	13105.0610	10106.6407	10063.5125	14000.2825	12181.3019	8248.4362	0.0000	0.0000	0.0000	0.0000	0.0000
60	a	sp|E9PV24|FIBA_MOUSE	E9PV24	FIBA_MOUSE	Fga	789	42.10	Mus musculus (Mouse) OX=10090	Fibrinogen alpha chain 	1:Experimental evidence at protein level	1.0000	0.9990	38	38	38	128	128	128	16771581	16771581	16771581	12K(304.2072), 13C(57.0215), 15C(57.0215), 1K(304.2072), 20K(304.2072), 21K(304.2072), 22C(57.0215), 26C(57.0215), 26K(304.2072), 2C(57.0215), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6C(57.0215), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			683173.2059	859168.2870	1053259.8810	771264.8718	715879.5733	2539721.4990	705995.4828	1056958.0380	1214289.1309	2245704.4321	548282.0822	46233.0545	1517.8796	0.0000	0.0000	0.0000
61	a	sp|E9PVA8|GCN1_MOUSE	E9PVA8	GCN1_MOUSE	Gcn1	2671	14.80	Mus musculus (Mouse) OX=10090	eIF-2-alpha kinase activator GCN1 	1:Experimental evidence at protein level	1.0000	0.9990	26	26	26	32	32	32	1526725	1526725	1526725	11K(304.2072), 12K(304.2072), 1K(304.2072), 22K(304.2072), 23K(304.2072), 24C(57.0215), 2K(304.2072), 38K(304.2072), 4C(57.0215), 4K(304.2072), 5K(304.2072), 8K(304.2072), 9K(304.2072), N-term(42.0106)			304746.8354	210216.8924	397284.6547	279870.1946	266665.0539	205979.7847	295460.7888	236858.1194	310928.7961	170943.5850	254308.3057	1922.1897	1865.8331	0.0000	0.0000	0.0000
62	a	sp|E9PXF8|MTMRD_MOUSE	E9PXF8	MTMRD_MOUSE	Sbf2	1872	2.90	Mus musculus (Mouse) OX=10090	Myotubularin-related protein 13 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	11K(304.2072), 2K(304.2072)			13375.7793	8924.7970	18200.8975	13381.9833	10425.1483	9946.8434	14030.0637	10093.4993	14295.9321	7075.8004	11112.1233	0.0000	255.3562	0.0000	0.0000	0.0000
63	a	sp|E9PYK3|PARP4_MOUSE	E9PYK3	PARP4_MOUSE	Parp4	1969	2.30	Mus musculus (Mouse) OX=10090	Protein mono-ADP-ribosyltransferase PARP4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	10K(304.2072), 1K(304.2072), 6K(304.2072)			28959.9387	26190.7185	34929.0591	32389.0798	24764.8403	30993.4631	26170.5168	25472.8357	28540.8528	25114.0582	21838.8289	893.4461	0.0000	0.0000	0.0000	0.0000
64	a	sp|E9Q1P8|I2BP2_MOUSE	E9Q1P8	I2BP2_MOUSE	Irf2bp2	570	16.00	Mus musculus (Mouse) OX=10090	Interferon regulatory factor 2-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	11K(304.2072), 18K(304.2072), 20K(304.2072), 21K(304.2072), 22K(304.2072), N-term(304.2072)			29464.3066	22940.2612	40150.7520	28639.8193	25285.9048	26656.9497	28627.2598	24431.3379	28972.6191	20760.2847	23444.5127	314.4092	407.2761	0.0000	0.0000	0.0000
65	a	sp|E9Q394|AKP13_MOUSE	E9Q394	AKP13_MOUSE	Akap13	2776	1.50	Mus musculus (Mouse) OX=10090	A-kinase anchor protein 13 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	13K(304.2072), 3K(304.2072)			11434.2480	10568.1128	15501.9825	11905.9293	10432.5485	11904.7245	12959.2754	9435.3840	12494.5684	7962.4613	9529.1324	0.0000	0.0000	0.0000	0.0000	0.0000
66	a	sp|E9Q3L2|PI4KA_MOUSE	E9Q3L2	PI4KA_MOUSE	Pi4ka	2105	6.30	Mus musculus (Mouse) OX=10090	Phosphatidylinositol 4-kinase alpha 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	14	14	14	     0	     0	     0	10K(304.2072), 16K(304.2072), 1K(304.2072), 20K(304.2072), 2K(304.2072), 3K(304.2072), 5K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072)			126831.6733	81046.4917	156105.3462	125143.1348	113037.1816	84451.1252	125952.2112	93334.4500	121315.8708	63587.5735	102881.6321	1013.0677	968.2949	0.0000	0.0000	0.0000
67	a	sp|E9Q414|APOB_MOUSE	E9Q414	APOB_MOUSE	Apob	4505	1.90	Mus musculus (Mouse) OX=10090	Apolipoprotein B-100 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	12K(304.2072), 1K(304.2072), 4K(304.2072), 6K(304.2072), 7K(304.2072)			29506.2647	22622.7726	41133.2489	26414.7838	26894.4922	46730.3678	26899.8931	23846.1658	33363.5516	29736.6156	22002.0133	885.5184	0.0000	0.0000	0.0000	0.0000
68	a	sp|E9Q4Z2|ACACB_MOUSE	E9Q4Z2	ACACB_MOUSE	Acacb	2448	5.80	Mus musculus (Mouse) OX=10090	Acetyl-CoA carboxylase 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	7	7	11	7	7	371762	371762	371762	1K(304.2072), 22K(304.2072), 2C(57.0215), 2K(304.2072), 6K(304.2072), 7K(304.2072)			45698.4880	33473.9495	61250.0767	51733.6019	46717.7660	25970.1931	44832.4841	32875.2205	54460.2231	20277.5516	43663.0233	0.0000	446.2047	0.0000	0.0000	0.0000
69	a	sp|E9Q555|RN213_MOUSE	E9Q555	RN213_MOUSE	Rnf213	5152	4.10	Mus musculus (Mouse) OX=10090	E3 ubiquitin-protein ligase RNF213 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	16	16	16	     0	     0	     0	11K(304.2072), 13K(304.2072), 19K(304.2072), 1K(304.2072), 22K(304.2072), 3K(304.2072), 5K(304.2072), 6C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072)			131559.6139	110347.1831	169083.7548	132831.7037	113452.5729	94997.6934	118543.5269	110224.1572	135552.8621	94367.1522	105376.4307	798.3760	0.0000	0.0000	0.0000	0.0000
70	a	sp|E9Q557|DESP_MOUSE	E9Q557	DESP_MOUSE	Dsp	2883	6.60	Mus musculus (Mouse) OX=10090	Desmoplakin 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	17	17	17	295491	295491	295491	10K(304.2072), 13K(304.2072), 15K(304.2072), 1K(304.2072), 22K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			92472.1621	106945.7069	113115.4714	104149.9146	74520.1329	144466.1578	83425.7404	78733.1906	108366.9243	91812.4067	62926.5161	1274.6660	311.1329	0.0000	0.0000	0.0000
71	a	sp|E9Q6P5|TTC7B_MOUSE	E9Q6P5	TTC7B_MOUSE	Ttc7b	843	4.30	Mus musculus (Mouse) OX=10090	Tetratricopeptide repeat protein 7B 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	 56103	 56103	 56103	1K(304.2072)			23902.2059	18381.8633	29390.5212	24578.5142	16810.2513	14122.8113	19806.9924	18307.9525	22127.7371	13479.7649	17112.5173	283.9869	383.9476	0.0000	0.0000	0.0000
72	a	sp|E9Q735|UBE4A_MOUSE	E9Q735	UBE4A_MOUSE	Ube4a	1028	6.60	Mus musculus (Mouse) OX=10090	Ubiquitin conjugation factor E4 A 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	15K(304.2072), 17K(304.2072), 1K(304.2072), 2K(304.2072), 4K(304.2072)			31410.5089	21244.2391	39288.2089	30585.5728	27264.7657	22441.2310	34125.8162	23351.3181	31500.1415	16013.0371	23664.9568	549.8661	536.8426	0.0000	0.0000	0.0000
73	a	sp|E9Q7D5|ARHG5_MOUSE	E9Q7D5	ARHG5_MOUSE	Arhgef5	1581	6.80	Mus musculus (Mouse) OX=10090	Rho guanine nucleotide exchange factor 5 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	1012156	1012156	1012156	17K(304.2072), 19K(304.2072), 1K(304.2072), 2K(304.2072), 5K(304.2072)			64548.2872	49053.3295	78529.1815	63261.0186	58578.1737	51573.4701	64040.7518	49086.5156	65020.7358	42950.5690	49863.1624	642.0873	0.0000	0.0000	0.0000	0.0000
74	a	sp|E9Q7G0|NUMA1_MOUSE	E9Q7G0	NUMA1_MOUSE	Numa1	2094	23.40	Mus musculus (Mouse) OX=10090	Nuclear mitotic apparatus protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	28	28	28	42	42	42	1869048	1869048	1869048	10C(57.0215), 10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16C(57.0215), 17K(304.2072), 21K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)			434123.5787	347965.9988	577617.0637	431933.4699	376113.9255	435363.6832	413966.5312	388541.8772	454073.3643	331780.0505	347411.4820	5595.9565	2765.6178	0.0000	0.0000	0.0000
75	a	sp|E9Q7P9|CDHR2_MOUSE	E9Q7P9	CDHR2_MOUSE	Cdhr2	1308	6.00	Mus musculus (Mouse) OX=10090	Cadherin-related family member 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	815422	815422	815422	10K(304.2072), 1K(304.2072), 3K(304.2072), 6K(304.2072)			86679.7249	59056.3291	106401.3037	97753.9036	65143.4626	47285.2393	80210.5513	77976.7527	75654.7046	46878.5359	64935.5259	0.0000	0.0000	0.0000	0.0000	0.0000
76	a	sp|E9QAT4|SC16A_MOUSE	E9QAT4	SC16A_MOUSE	Sec16a	2357	9.40	Mus musculus (Mouse) OX=10090	Protein transport protein Sec16A 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	15	15	15	379804	379804	379804	3K(304.2072), 9K(304.2072), N-term(42.0106)			38908.8982	34875.6481	52785.8708	46526.9680	38998.0626	43637.8423	41556.3683	32303.1857	42901.0513	33084.2971	30211.4409	214.1850	0.0000	0.0000	0.0000	0.0000
77	a	sp|F6ZDS4|TPR_MOUSE	F6ZDS4	TPR_MOUSE	Tpr	2431	18.30	Mus musculus (Mouse) OX=10090	Nucleoprotein TPR 	1:Experimental evidence at protein level	1.0000	0.9990	27	26	27	42	40	42	1851567	1851567	1851567	10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 17K(304.2072), 1K(304.2072), 22K(304.2072), 24K(304.2072), 28K(304.2072), 2C(57.0215), 2K(304.2072), 34K(304.2072), 3K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072)			383988.2531	291138.9007	515298.1358	373934.7509	339325.5943	345588.5863	367729.0154	316511.5266	396306.6476	269672.1705	316739.0482	5180.6190	3203.4889	0.0000	0.0000	0.0000
78	a	sp|F8VPU2|FARP1_MOUSE	F8VPU2	FARP1_MOUSE	Farp1	1048	7.90	Mus musculus (Mouse) OX=10090	FERM, ARHGEF and pleckstrin domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	     0	     0	     0	10K(304.2072), 11K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), N-term(42.0106)			69948.9836	61703.3406	87666.2173	71093.3479	61277.1421	67750.2576	69612.0000	54882.5911	76547.1960	56960.3640	52834.8746	395.9420	251.7348	0.0000	0.0000	0.0000
79	a	sp|G3X939|SL9A3_MOUSE	G3X939	SL9A3_MOUSE	Slc9a3	829	12.20	Mus musculus (Mouse) OX=10090	Sodium/hydrogen exchanger 3 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	14	14	14	1016810	1016810	1016810	10K(304.2072), 13K(304.2072), 17K(304.2072), 2K(304.2072)			95224.6194	61767.8261	121755.7610	86997.2372	79383.4695	50353.5674	87663.9712	61544.9130	96255.0116	39782.4677	74593.7229	789.9910	317.0419	0.0000	0.0000	0.0000
80	a	sp|G3X9C2|FBX50_MOUSE	G3X9C2	FBX50_MOUSE	Nccrp1	266	37.60	Mus musculus (Mouse) OX=10090	F-box only protein 50 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	20	20	20	967865	967865	967865	13K(304.2072), 1K(304.2072), 3K(304.2072), 4K(304.2072), N-term(304.2072), N-term(42.0106)			296016.3059	126933.9755	346203.2718	96197.7361	53783.5274	37503.6682	101946.7975	44184.0110	370126.1830	46578.1419	58108.1879	0.0000	0.0000	0.0000	0.0000	0.0000
81	a	sp|G3X9K3|BIG1_MOUSE	G3X9K3	BIG1_MOUSE	Arfgef1	1846	5.40	Mus musculus (Mouse) OX=10090	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	2	2	11	3	3	464131	     0	     0	3K(304.2072)			10529.8232	9787.4049	13184.8872	11826.6204	9302.0475	7463.4423	10589.3037	7492.6755	8855.2747	7267.9167	7621.2479	0.0000	0.0000	0.0000	0.0000	0.0000
82	a	sp|G5E870|TRIPC_MOUSE	G5E870	TRIPC_MOUSE	Trip12	2025	6.20	Mus musculus (Mouse) OX=10090	E3 ubiquitin-protein ligase TRIP12 	1:Experimental evidence at protein level	1.0000	0.9989	8	8	8	9	9	9	     0	     0	     0	10K(304.2072), 17K(304.2072), 18K(304.2072), 1K(304.2072), 4K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			44349.3463	34865.6370	58546.8674	45904.5624	44805.7454	34029.2765	42419.0667	39385.1642	50396.8467	32360.6068	38938.8273	1068.5842	0.0000	0.0000	0.0000	0.0000
83	a	sp|G5E897|PLGT3_MOUSE	G5E897	PLGT3_MOUSE	Poglut3	503	12.90	Mus musculus (Mouse) OX=10090	Protein O-glucosyltransferase 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	4K(304.2072), 5K(304.2072), 9K(304.2072)			30572.9402	24530.1343	38574.7363	27060.7236	24820.6150	27677.9541	30596.6113	24324.7427	31340.0513	22711.5522	23714.8757	0.0000	0.0000	0.0000	0.0000	0.0000
84	a	sp|G5E8K5|ANK3_MOUSE	G5E8K5	ANK3_MOUSE	Ank3	1961	22.30	Mus musculus (Mouse) OX=10090	Ankyrin-3 	1:Experimental evidence at protein level	1.0000	0.9990	24	23	24	35	34	35	827879	827879	827879	11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 1C(57.0215), 1K(304.2072), 20K(304.2072), 25K(304.2072), 2C(57.0215), 2K(304.2072), 34K(304.2072), 3C(57.0215), 3K(304.2072), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072)			458604.5659	279423.4780	577441.7635	371909.3080	378794.9955	249337.8156	424739.3376	289237.1423	449728.9698	220733.9973	343673.6876	1587.2112	2233.4901	0.0000	0.0000	0.0000
85	a	sp|O08529|CAN2_MOUSE	O08529	CAN2_MOUSE	Capn2	700	23.10	Mus musculus (Mouse) OX=10090	Calpain-2 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	23	23	23	1718595	1718595	1718595	11C(57.0215), 11K(304.2072), 12C(57.0215), 19K(304.2072), 1K(304.2072), 24C(57.0215), 2C(57.0215), 2K(304.2072), 30K(304.2072), 3K(304.2072), 5C(57.0215), 5K(304.2072), 6K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			282204.0135	265402.6649	346074.0922	277959.3888	217236.1909	304551.0052	242418.4767	241424.1290	281977.3870	231562.2228	191580.1634	3523.1296	907.4631	0.0000	0.0000	0.0000
86	a	sp|O08532|CA2D1_MOUSE	O08532	CA2D1_MOUSE	Cacna2d1	1103	11.70	Mus musculus (Mouse) OX=10090	Voltage-dependent calcium channel subunit alpha-2/delta-1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	1K(304.2072), 23K(304.2072), 2K(304.2072), 4K(304.2072), 6K(304.2072), 7K(304.2072), 8C(57.0215)			77512.6719	57759.9290	93737.6362	76829.9204	67963.8706	86445.5908	74485.3918	50156.9470	79841.9617	52429.5728	65501.3147	0.0000	0.0000	0.0000	0.0000	0.0000
87	a	sp|O08547|SC22B_MOUSE	O08547	SC22B_MOUSE	Sec22b	215	26.50	Mus musculus (Mouse) OX=10090	Vesicle-trafficking protein SEC22b 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	12	12	12	     0	     0	     0	10K(304.2072), 19K(304.2072), 1K(304.2072), 20K(304.2072)			148830.9829	109148.2000	187162.3403	149810.6394	133398.3336	114512.0867	152808.2234	120034.7081	156210.4324	103219.3994	108264.6356	1147.4748	1613.0889	0.0000	0.0000	0.0000
88	a	sp|O08582|GTPB1_MOUSE	O08582	GTPB1_MOUSE	Gtpbp1	668	7.30	Mus musculus (Mouse) OX=10090	GTP-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	 46342	 46342	 46342	3K(304.2072), 4K(304.2072), 7C(57.0215)			53522.9912	42209.7468	66475.1763	57981.8540	40425.2942	42563.7393	48537.5820	39619.2786	55755.4368	38425.4866	38876.3669	0.0000	0.0000	0.0000	0.0000	0.0000
89	a	sp|O08585|CLCA_MOUSE	O08585	CLCA_MOUSE	Clta	235	31.10	Mus musculus (Mouse) OX=10090	Clathrin light chain A 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	11	11	11	2428388	2428388	2428388	10K(304.2072), 12K(304.2072), 13K(304.2072), 1K(304.2072), 2C(57.0215), 2K(304.2072), 5K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			154043.6504	105221.1799	195144.9902	143194.2449	139508.0111	109921.6332	141672.2206	134091.2797	153409.2653	98584.1050	120489.0261	2790.6724	1067.1095	0.0000	0.0000	0.0000
90	a	sp|O08599|STXB1_MOUSE	O08599	STXB1_MOUSE	Stxbp1	594	8.80	Mus musculus (Mouse) OX=10090	Syntaxin-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	     0	     0	     0	15K(304.2072), 17K(304.2072), 2K(304.2072), 6K(304.2072)			30264.0399	31034.0073	39723.4729	32040.4268	25655.1516	26321.9705	30521.9830	22465.1302	34359.5184	22848.6989	24840.7621	494.4135	376.2944	0.0000	0.0000	0.0000
91	a	sp|O08600|NUCG_MOUSE	O08600	NUCG_MOUSE	Endog	294	35.70	Mus musculus (Mouse) OX=10090	Endonuclease G, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	11	11	11	1126430	1126430	1126430	12K(304.2072), 18K(304.2072), 19K(304.2072), 5K(304.2072), N-term(304.2072)			81824.3036	47210.8994	103327.4088	67871.0048	73174.6904	47940.3641	82185.8144	57523.0982	81637.4331	40456.4226	69617.6991	1445.9431	567.4050	0.0000	0.0000	0.0000
92	a	sp|O08601|MTP_MOUSE	O08601	MTP_MOUSE	Mttp	894	8.70	Mus musculus (Mouse) OX=10090	Microsomal triglyceride transfer protein large subunit 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	10K(304.2072), 13K(304.2072), 1K(304.2072), 20K(304.2072), 2C(57.0215), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5C(57.0215)			79604.5117	49572.9102	89144.0186	82925.7046	79319.7427	40737.6279	77509.8774	61657.1826	68849.0254	36028.2585	59385.6270	514.0471	1043.8595	0.0000	0.0000	0.0000
93	a	sp|O08663|MAP2_MOUSE	O08663	MAP2_MOUSE	Metap2	478	19.70	Mus musculus (Mouse) OX=10090	Methionine aminopeptidase 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	2836977	2836977	2836977	11K(304.2072), 18C(57.0215), 22K(304.2072), 27K(304.2072), 2C(57.0215), 2K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072)			81973.4955	56739.2406	104706.2820	76285.9467	69312.8490	47008.1836	86421.5928	63329.8496	90482.3091	52068.4536	69241.6118	0.0000	0.0000	0.0000	0.0000	0.0000
